symbol,ticket_rank,market_rank,as_of_date,horizon_days,due_date,review_window,check_status,track_key,as_of_close,as_of_adj_close,market_score,ticket_score,classification,due_close,due_adj_close,forward_return,completed_at
SJM,1,1,2026-06-11,1,2026-06-12,1d,completed,2026-06-11-open:SJM:1d,116.40910339355467,116.40910339355467,0.8658869395711501,0.8658869395711501,MARKET_WATCHLIST_NEEDS_EVIDENCE,116.49,116.49,0.0006949336786128,2026-06-16 02:26:55 CST
SJM,1,1,2026-06-11,3,2026-06-16,3d,completed,2026-06-11-open:SJM:3d,116.40910339355467,116.40910339355467,0.8658869395711501,0.8658869395711501,MARKET_WATCHLIST_NEEDS_EVIDENCE,116.1449966430664,116.1449966430664,-0.0022687809010552,2026-06-17 02:51:26 CST
SJM,1,1,2026-06-11,5,2026-06-18,5d,completed,2026-06-11-open:SJM:5d,116.40910339355467,116.40910339355467,0.8658869395711501,0.8658869395711501,MARKET_WATCHLIST_NEEDS_EVIDENCE,110.86000061035156,110.86000061035156,-0.0476689762349836,2026-06-21 20:41:29 CST
SJM,1,1,2026-06-11,10,2026-06-25,10d,completed,2026-06-11-open:SJM:10d,116.40910339355467,116.40910339355467,0.8658869395711501,0.8658869395711501,MARKET_WATCHLIST_NEEDS_EVIDENCE,111.63,111.63,-0.041054378517095313,2026-06-25 10:05:51 CST
COO,2,2,2026-06-11,1,2026-06-12,1d,completed,2026-06-11-open:COO:1d,67.19999694824219,67.19999694824219,0.8070175438596492,0.8070175438596492,MARKET_WATCHLIST_NEEDS_EVIDENCE,67.88,67.88,0.0101190934916492,2026-06-16 02:26:55 CST
COO,2,2,2026-06-11,3,2026-06-16,3d,completed,2026-06-11-open:COO:3d,67.19999694824219,67.19999694824219,0.8070175438596492,0.8070175438596492,MARKET_WATCHLIST_NEEDS_EVIDENCE,67.71499633789062,67.71499633789062,0.0076636817416091,2026-06-17 02:51:26 CST
COO,2,2,2026-06-11,5,2026-06-18,5d,completed,2026-06-11-open:COO:5d,67.19999694824219,67.19999694824219,0.8070175438596492,0.8070175438596492,MARKET_WATCHLIST_NEEDS_EVIDENCE,65.91000366210938,65.91000366210938,-0.0191963295344547,2026-06-21 20:41:29 CST
COO,2,2,2026-06-11,10,2026-06-25,10d,completed,2026-06-11-open:COO:10d,67.19999694824219,67.19999694824219,0.8070175438596492,0.8070175438596492,MARKET_WATCHLIST_NEEDS_EVIDENCE,68.83,68.83,0.02425599889555424,2026-06-25 10:05:51 CST
KIM,3,3,2026-06-11,1,2026-06-12,1d,completed,2026-06-11-open:KIM:1d,25.729999542236328,25.729999542236328,0.8023391812865497,0.8023391812865497,MARKET_WATCHLIST_NEEDS_EVIDENCE,25.91,25.91,0.006995742750333,2026-06-16 02:26:55 CST
KIM,3,3,2026-06-11,3,2026-06-16,3d,completed,2026-06-11-open:KIM:3d,25.729999542236328,25.729999542236328,0.8023391812865497,0.8023391812865497,MARKET_WATCHLIST_NEEDS_EVIDENCE,24.979999542236328,24.979999542236328,-0.0291488539970185,2026-06-17 02:51:27 CST
KIM,3,3,2026-06-11,5,2026-06-18,5d,completed,2026-06-11-open:KIM:5d,25.729999542236328,25.729999542236328,0.8023391812865497,0.8023391812865497,MARKET_WATCHLIST_NEEDS_EVIDENCE,24.3799991607666,24.3799991607666,-0.0524679520205071,2026-06-21 20:41:30 CST
KIM,3,3,2026-06-11,10,2026-06-25,10d,completed,2026-06-11-open:KIM:10d,25.729999542236328,25.729999542236328,0.8023391812865497,0.8023391812865497,MARKET_WATCHLIST_NEEDS_EVIDENCE,25.42,25.42,-0.012048175194385672,2026-06-25 10:05:52 CST
