symbol,ticket_rank,market_rank,as_of_date,horizon_days,due_date,review_window,check_status,track_key,as_of_close,as_of_adj_close,market_score,ticket_score,classification,due_close,due_adj_close,forward_return,completed_at
SJM,1,1,2026-06-10,1,2026-06-11,1d,completed,2026-06-10-open:SJM:1d,114.86499786376952,114.86499786376952,0.8234762979683973,0.8234762979683973,MARKET_WATCHLIST_NEEDS_EVIDENCE,116.83499908447266,116.83499908447266,0.0171505790044028,2026-06-11 21:40:47 CST
SJM,1,1,2026-06-10,3,2026-06-15,3d,completed,2026-06-10-open:SJM:3d,114.86499786376952,114.86499786376952,0.8234762979683973,0.8234762979683973,MARKET_WATCHLIST_NEEDS_EVIDENCE,115.61000061035156,115.61000061035156,0.0064858987545154,2026-06-16 02:22:42 CST
SJM,1,1,2026-06-10,5,2026-06-17,5d,completed,2026-06-10-open:SJM:5d,114.86499786376952,114.86499786376952,0.8234762979683973,0.8234762979683973,MARKET_WATCHLIST_NEEDS_EVIDENCE,116.1449966430664,116.1449966430664,0.0111435058817044,2026-06-17 02:51:21 CST
SJM,1,1,2026-06-10,10,2026-06-24,10d,completed,2026-06-10-open:SJM:10d,114.86499786376952,114.86499786376952,0.8234762979683973,0.8234762979683973,MARKET_WATCHLIST_NEEDS_EVIDENCE,111.63,111.63,-0.028163478204267636,2026-06-25 10:01:29 CST
CPB,2,2,2026-06-10,1,2026-06-11,1d,completed,2026-06-10-open:CPB:1d,23.1299991607666,23.1299991607666,0.8036117381489842,0.8036117381489842,MARKET_WATCHLIST_NEEDS_EVIDENCE,22.95499992370605,22.95499992370605,-0.0075658989801168,2026-06-11 21:40:47 CST
CPB,2,2,2026-06-10,3,2026-06-15,3d,completed,2026-06-10-open:CPB:3d,23.1299991607666,23.1299991607666,0.8036117381489842,0.8036117381489842,MARKET_WATCHLIST_NEEDS_EVIDENCE,22.5049991607666,22.5049991607666,-0.0270211855891518,2026-06-16 02:22:42 CST
CPB,2,2,2026-06-10,5,2026-06-17,5d,completed,2026-06-10-open:CPB:5d,23.1299991607666,23.1299991607666,0.8036117381489842,0.8036117381489842,MARKET_WATCHLIST_NEEDS_EVIDENCE,21.799999237060547,21.799999237060547,-0.0575010796352304,2026-06-17 02:51:22 CST
CPB,2,2,2026-06-10,10,2026-06-24,10d,completed,2026-06-10-open:CPB:10d,23.1299991607666,23.1299991607666,0.8036117381489842,0.8036117381489842,MARKET_WATCHLIST_NEEDS_EVIDENCE,22.24,22.24,-0.038478131995621986,2026-06-25 10:01:30 CST
MRVL,3,3,2026-06-10,1,2026-06-11,1d,completed,2026-06-10-open:MRVL:1d,261.19000244140625,261.19000244140625,0.7995485327313769,0.7995485327313769,MARKET_WATCHLIST_NEEDS_EVIDENCE,260.5199890136719,260.5199890136719,-0.0025652338200987,2026-06-11 21:40:47 CST
MRVL,3,3,2026-06-10,3,2026-06-15,3d,completed,2026-06-10-open:MRVL:3d,261.19000244140625,261.19000244140625,0.7995485327313769,0.7995485327313769,MARKET_WATCHLIST_NEEDS_EVIDENCE,308.22039794921875,308.22039794921875,0.1800620049320724,2026-06-16 02:22:42 CST
MRVL,3,3,2026-06-10,5,2026-06-17,5d,completed,2026-06-10-open:MRVL:5d,261.19000244140625,261.19000244140625,0.7995485327313769,0.7995485327313769,MARKET_WATCHLIST_NEEDS_EVIDENCE,289.1199951171875,289.1199951171875,0.1069336207921928,2026-06-17 02:51:22 CST
MRVL,3,3,2026-06-10,10,2026-06-24,10d,completed,2026-06-10-open:MRVL:10d,261.19000244140625,261.19000244140625,0.7995485327313769,0.7995485327313769,MARKET_WATCHLIST_NEEDS_EVIDENCE,276.7,276.7,0.059382049135181414,2026-06-25 10:01:30 CST
KLAC,4,4,2026-06-10,1,2026-06-11,1d,completed,2026-06-10-open:KLAC:1d,213.563995,213.563995,0.7950338600451468,0.7950338600451468,MARKET_WATCHLIST_NEEDS_EVIDENCE,241.16400146484372,241.16400146484372,0.1292352976762987,2026-06-11 21:40:47 CST
KLAC,4,4,2026-06-10,3,2026-06-15,3d,completed,2026-06-10-open:KLAC:3d,213.563995,213.563995,0.7950338600451468,0.7950338600451468,MARKET_WATCHLIST_NEEDS_EVIDENCE,256.4200134277344,256.4200134277344,0.2006706160950204,2026-06-16 02:22:42 CST
KLAC,4,4,2026-06-10,5,2026-06-17,5d,completed,2026-06-10-open:KLAC:5d,213.563995,213.563995,0.7950338600451468,0.7950338600451468,MARKET_WATCHLIST_NEEDS_EVIDENCE,237.3300018310547,237.3300018310547,0.1112828346100895,2026-06-17 02:51:23 CST
KLAC,4,4,2026-06-10,10,2026-06-24,10d,completed,2026-06-10-open:KLAC:10d,213.563995,213.563995,0.7950338600451468,0.7950338600451468,MARKET_WATCHLIST_NEEDS_EVIDENCE,240.48,240.48,0.1260325037467106,2026-06-25 10:01:31 CST
HPE,5,5,2026-06-10,1,2026-06-11,1d,completed,2026-06-10-open:HPE:1d,47.084999084472656,47.084999084472656,0.7932279909706547,0.7932279909706547,MARKET_WATCHLIST_NEEDS_EVIDENCE,45.33000183105469,45.33000183105469,-0.0372729592766779,2026-06-11 21:40:47 CST
HPE,5,5,2026-06-10,3,2026-06-15,3d,completed,2026-06-10-open:HPE:3d,47.084999084472656,47.084999084472656,0.7932279909706547,0.7932279909706547,MARKET_WATCHLIST_NEEDS_EVIDENCE,48.47499847412109,48.47499847412109,0.0295210665111135,2026-06-16 02:22:42 CST
HPE,5,5,2026-06-10,5,2026-06-17,5d,completed,2026-06-10-open:HPE:5d,47.084999084472656,47.084999084472656,0.7932279909706547,0.7932279909706547,MARKET_WATCHLIST_NEEDS_EVIDENCE,48.86980056762695,48.86980056762695,0.0379059470714288,2026-06-17 02:51:23 CST
HPE,5,5,2026-06-10,10,2026-06-24,10d,completed,2026-06-10-open:HPE:10d,47.084999084472656,47.084999084472656,0.7932279909706547,0.7932279909706547,MARKET_WATCHLIST_NEEDS_EVIDENCE,48.75,48.75,0.03536160025277383,2026-06-25 10:01:31 CST
