symbol,company_name,company_name_source,company_query_name,ticket_rank,market_rank,as_of_date,close,adj_close,volume,raw_market_score,market_score,market_rule_flags,market_rule_adjustment,ticket_score,prior_5d_momentum,prior_20d_momentum,five_day_acceleration,relative_strength_vs_equal_weight,volume_confirmation_ratio,median_dollar_volume_20d,market_evidence_pass,strongest_relevance,narrative_status,narrative_source_diversity,narrative_cluster_count,narrative_ranked_candidate_count,narrative_top_title,narrative_top_score,narrative_relevance_score,narrative_relevance_reason,business_status,business_source_diversity,business_cluster_count,business_ranked_candidate_count,business_top_title,business_top_score,business_relevance_score,business_relevance_reason,narrative_topic,narrative_returncode,business_topic,business_returncode,catalyst_summary,risk_summary,watchlist_pass,evidence_gate_status,evidence_gate_pass,evidence_gap_reason,evidence_gate_reason,classification,forward_1d,forward_3d,forward_5d,forward_10d,evidence_note
AMD,"Advanced Micro Devices, Inc.",yfinance,advanced micro devices,1,4,2026-06-10,,,27523098.0,,,,0.0,,,,,,,,True,0.0,missing,0,0,0,,,0.0,no ranked candidates returned,missing,0,0,0,,,0.0,no ranked candidates returned,AMD advanced micro devices stock catalyst earnings news,124,AMD advanced micro devices orders demand backlog guidance revenue customer contract,124,No relevant public catalyst evidence found.,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. No company-specific public catalyst evidence yet.,True,MARKET_WATCHLIST_NEEDS_EVIDENCE,False,last30days_returned_zero_ranked_candidates,market_pass=True; watchlist_pass=True; relevant_pass=False; strongest_relevance=0.0; narrative=missing; business=missing,MARKET_WATCHLIST_NEEDS_EVIDENCE,2026-06-11,2026-06-15,2026-06-17,2026-06-24,narrative=MISSING: no ranked candidates returned; business=MISSING: no ranked candidates returned
ADBE,Adobe Inc.,yfinance,adobe,2,3,2026-06-10,,,4799317.0,,,,0.0,,,,,,,,True,0.0,missing,0,0,0,,,0.0,no ranked candidates returned,missing,0,0,0,,,0.0,no ranked candidates returned,ADBE adobe stock catalyst earnings news,124,ADBE adobe orders demand backlog guidance revenue customer contract,124,No relevant public catalyst evidence found.,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. No company-specific public catalyst evidence yet.,True,MARKET_WATCHLIST_NEEDS_EVIDENCE,False,last30days_returned_zero_ranked_candidates,market_pass=True; watchlist_pass=True; relevant_pass=False; strongest_relevance=0.0; narrative=missing; business=missing,MARKET_WATCHLIST_NEEDS_EVIDENCE,2026-06-11,2026-06-15,2026-06-17,2026-06-24,narrative=MISSING: no ranked candidates returned; business=MISSING: no ranked candidates returned
ABNB,ABNB,symbol,abnb,3,5,2026-06-10,,,3585221.0,,,,0.0,,,,,,,,True,0.0,missing,0,0,0,,,0.0,no ranked candidates returned,missing,0,0,0,,,0.0,no ranked candidates returned,ABNB abnb stock catalyst earnings news,124,ABNB abnb orders demand backlog guidance revenue customer contract,124,No relevant public catalyst evidence found.,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. No company-specific public catalyst evidence yet.,True,MARKET_WATCHLIST_NEEDS_EVIDENCE,False,last30days_returned_zero_ranked_candidates,market_pass=True; watchlist_pass=True; relevant_pass=False; strongest_relevance=0.0; narrative=missing; business=missing,MARKET_WATCHLIST_NEEDS_EVIDENCE,2026-06-11,2026-06-15,2026-06-17,2026-06-24,narrative=MISSING: no ranked candidates returned; business=MISSING: no ranked candidates returned
KLAC,KLAC,symbol,klac,4,1,2026-06-10,2135.639892578125,2135.639892578125,1541970.0,0.8999999999999999,0.82,momentum_exhaustion_guard,-0.08,0.82,0.004954936273407817,0.18053702162208274,-0.17558208534867492,0.10774332324270303,0.6079804333943457,1815521271.6625977,True,0.0,missing,0,0,0,,,0.0,no ranked candidates returned,missing,0,0,0,,,0.0,no ranked candidates returned,KLAC klac stock catalyst earnings news,124,KLAC klac orders demand backlog guidance revenue customer contract,124,No relevant public catalyst evidence found.,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. No company-specific public catalyst evidence yet.,True,MARKET_WATCHLIST_NEEDS_EVIDENCE,False,last30days_returned_zero_ranked_candidates,market_pass=True; watchlist_pass=True; relevant_pass=False; strongest_relevance=0.0; narrative=missing; business=missing,MARKET_WATCHLIST_NEEDS_EVIDENCE,2026-06-11,2026-06-15,2026-06-17,2026-06-24,narrative=MISSING: no ranked candidates returned; business=MISSING: no ranked candidates returned
HUBB,Hubbell Inc,yfinance,hubbell,5,2,2026-06-10,467.5899963378906,467.5899963378906,862265.0,0.6,0.6,,0.0,0.6,-0.03571798311731167,-0.034949624863323314,-0.0007683582539883549,-0.10774332324270303,0.01074042209827164,343220434.0965271,True,0.0,missing,0,0,0,,,0.0,no ranked candidates returned,missing,0,0,0,,,0.0,no ranked candidates returned,HUBB hubbell stock catalyst earnings news,124,HUBB hubbell orders demand backlog guidance revenue customer contract,124,No relevant public catalyst evidence found.,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. No company-specific public catalyst evidence yet.,True,MARKET_WATCHLIST_NEEDS_EVIDENCE,False,last30days_returned_zero_ranked_candidates,market_pass=True; watchlist_pass=True; relevant_pass=False; strongest_relevance=0.0; narrative=missing; business=missing,MARKET_WATCHLIST_NEEDS_EVIDENCE,2026-06-11,2026-06-15,2026-06-17,2026-06-24,narrative=MISSING: no ranked candidates returned; business=MISSING: no ranked candidates returned
