symbol,company_name,company_name_source,company_query_name,ticket_rank,market_rank,as_of_date,close,adj_close,volume,market_data_source,kline_source,quote_source,quote_source_status,quote_cross_check_basis,quote_cross_check_price,quote_cross_check_gap_pct,data_source_mismatch,data_source_mismatch_reason,latest_price,prev_close,intraday_pct_chg,pe_ttm,roe,dividend_yield,raw_market_score,market_score,market_rule_flags,market_rule_adjustment,catalyst_score,ticket_score,lifecycle_stage,research_only,allow_trade,auto_order,no_broker_api,prior_5d_momentum,prior_20d_momentum,five_day_acceleration,relative_strength_vs_equal_weight,volume_confirmation_ratio,median_dollar_volume_20d,closing_strength_5d,volume_weighted_momentum,risk_penalty,market_evidence_pass,strongest_relevance,narrative_status,narrative_source_diversity,narrative_cluster_count,narrative_ranked_candidate_count,narrative_top_title,narrative_top_score,narrative_relevance_score,narrative_relevance_reason,business_status,business_source_diversity,business_cluster_count,business_ranked_candidate_count,business_top_title,business_top_score,business_relevance_score,business_relevance_reason,narrative_topic,narrative_returncode,business_topic,business_returncode,catalyst_summary,risk_summary,watchlist_pass,evidence_gate_status,evidence_gate_pass,evidence_gap_reason,evidence_gate_reason,classification,risk_allowed,risk_block_reason,risk_stop_loss,risk_take_profit,risk_reward_ratio,risk_position_size_pct,risk_kelly_fraction,risk_score,risk_confidence,forward_1d,forward_3d,forward_5d,forward_10d,evidence_note
MRNA,Moderna Inc,eastmoney_us,moderna,1,1,2026-06-22,59.345,59.345,8363486.0,EastMoney US historical kline (via akshare) + EastMoney US realtime quote,EastMoney US historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,59.345,0.0,False,ok,59.345,63.96,-0.07215447154471544,3.18,-16.73,-86.67,0.5166666666666666,0.6944564372045092,,0.0,0.525,1.2394564372045092,paper_review_candidate,True,False,False,True,0.18904027249048294,0.2557130765975455,-0.06667280410706256,0.005239188492181357,1.6932672054489761,286587358.99,0.6390387983896992,0.4587835076394849,0.0,True,0.95,found_relevant,1,0,10,Moderna Stock’s 6-Day Rally Ends in a Dive. Why It’s One of the S&P 500’s Biggest Losers Today.,0.0,0.95,matched company term 'moderna' with narrative context 'rally',found_relevant,1,0,10,Moderna just got a signal investors can’t ignore,0.0,0.95,matched company term 'moderna' with business context 'demand',MRNA moderna stock catalyst earnings news,124,MRNA moderna orders demand backlog guidance revenue customer contract,124,Moderna Stock’s 6-Day Rally Ends in a Dive. Why It’s One of the S&P 500’s Biggest Losers Today.; Moderna just got a signal investors can’t ignore,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median.,False,CANDIDATE_FOR_PAPER_REVIEW,True,paper_review_gate_passed,market_pass=True; watchlist_pass=False; relevant_pass=True; strongest_relevance=0.95; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0; narrative=found_relevant; business=found_relevant; quality=MODERATE; risk=WATCH; panel=BULLISH_CONSENSUS,CANDIDATE_FOR_PAPER_REVIEW,True,,57.963733256,63.488800231999996,2.0,0.08,0.17350410039761435,0.0,1.0,2026-06-23,2026-06-25,2026-06-29,2026-07-06,narrative=Moderna Stock’s 6-Day Rally Ends in a Dive. Why It’s One of the S&P 500’s Biggest Losers Today. | matched company term 'moderna' with narrative context 'rally'; business=Moderna just got a signal investors can’t ignore | matched company term 'moderna' with business context 'demand'
TER,泰瑞达,eastmoney_us,泰瑞达,2,2,2026-06-22,457.0,457.0,4338516.0,EastMoney US historical kline (via akshare) + EastMoney US realtime quote,EastMoney US historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,457.0,0.0,False,ok,457.0,437.92,0.043569601753745024,22.76,13.43,66.67,0.7,0.5251985878776622,momentum_exhaustion_guard,-0.08,0.1875,0.7626985878776622,market_watchlist,True,False,False,True,0.13343253968253976,0.29300588501584435,-0.15957334533330458,0.04253199691048021,0.9933267896002531,1493694141.635,0.48998234847077526,0.45027025829646344,0.15,True,0.75,found_relevant,1,0,10,Stocks To Watch Echo AI Theme. GE Vernova Among Five Stocks Near Buy Points.,0.0,0.75,matched ticker boundary 'TER' with narrative context 'stock',found_unrelated,1,0,10,1 Surging  Stock Worth Your Attention and 2 We Find Risky,0.0,0.0,no company/product/ticker match in title or snippet,TER 泰瑞达 stock catalyst earnings news,124,TER 泰瑞达 orders demand backlog guidance revenue customer contract,124,Stocks To Watch Echo AI Theme. GE Vernova Among Five Stocks Near Buy Points.,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. Evidence is partial; keep the candidate under review only if the relevant side is strong.,False,MOMENTUM_EXHAUSTION_HARD_BLOCK,True,paper_review_gate_passed,market_pass=True; watchlist_pass=False; relevant_pass=True; strongest_relevance=0.75; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0; narrative=found_relevant; business=found_unrelated; quality=STRONG; risk=ELEVATED; panel=BEARISH_CONSENSUS,MARKET_WATCHLIST_NEEDS_EVIDENCE,True,,446.3632336,488.91029919999994,2.0,0.08,0.17350410039761435,0.0,1.0,2026-06-23,2026-06-25,2026-06-29,2026-07-06,narrative=Stocks To Watch Echo AI Theme. GE Vernova Among Five Stocks Near Buy Points. | matched ticker boundary 'TER' with narrative context 'stock'; business=UNRELATED: 1 Surging  Stock Worth Your Attention and 2 We Find Risky | no company/product/ticker match in title or snippet
SW,Smurfit WestRock plc,eastmoney_us,smurfit westrock,3,3,2026-06-22,45.39,45.39,6315710.0,EastMoney US historical kline (via akshare) + EastMoney US realtime quote,EastMoney US historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,45.39,0.0,False,ok,45.39,44.2,0.026923076923076827,1.32,0.36,0.0,0.18333333333333335,0.08890102116134752,momentum_exhaustion_guard,-0.08,0.2375,0.3764010211613475,market_watchlist,True,False,False,True,0.04778393351800547,0.20270270270270263,-0.15491876918469716,-0.04777118540266151,0.26918556693789,229311536.44,0.32792943118351087,0.2317070871891023,0.15,True,0.95,found_relevant,1,0,10,Smurfit Westrock Announces the Completion of Delisting from the LSE,0.0,0.95,matched company term 'smurfit westrock' with narrative context 'miss',found_unrelated,1,0,10,Smurfit Westrock Announces the Completion of Delisting from the LSE,0.0,0.0,matched company term 'smurfit westrock' but no business context term,SW smurfit westrock stock catalyst earnings news,124,SW smurfit westrock orders demand backlog guidance revenue customer contract,124,Smurfit Westrock Announces the Completion of Delisting from the LSE,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. Evidence is partial; keep the candidate under review only if the relevant side is strong.,False,MOMENTUM_EXHAUSTION_HARD_BLOCK,True,paper_review_gate_passed,market_pass=True; watchlist_pass=False; relevant_pass=True; strongest_relevance=0.95; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0; narrative=found_relevant; business=found_unrelated; quality=STRONG; risk=ELEVATED; panel=NEUTRAL,MARKET_WATCHLIST_NEEDS_EVIDENCE,True,,44.333538672,48.559383984,2.0,0.08,0.17350410039761435,0.0,1.0,2026-06-23,2026-06-25,2026-06-29,2026-07-06,narrative=Smurfit Westrock Announces the Completion of Delisting from the LSE | matched company term 'smurfit westrock' with narrative context 'miss'; business=UNRELATED: Smurfit Westrock Announces the Completion of Delisting from the LSE | matched company term 'smurfit westrock' but no business context term
