symbol,company_name,company_name_source,company_query_name,ticket_rank,market_rank,as_of_date,close,adj_close,volume,market_data_source,kline_source,quote_source,quote_source_status,quote_cross_check_basis,quote_cross_check_price,quote_cross_check_gap_pct,data_source_mismatch,data_source_mismatch_reason,latest_price,prev_close,intraday_pct_chg,pe_ttm,roe,dividend_yield,raw_market_score,market_score,market_rule_flags,market_rule_adjustment,catalyst_score,ticket_score,lifecycle_stage,research_only,allow_trade,auto_order,no_broker_api,prior_5d_momentum,prior_20d_momentum,five_day_acceleration,relative_strength_vs_equal_weight,volume_confirmation_ratio,median_dollar_volume_20d,closing_strength_5d,volume_weighted_momentum,risk_penalty,market_evidence_pass,strongest_relevance,narrative_status,narrative_source_diversity,narrative_cluster_count,narrative_ranked_candidate_count,narrative_top_title,narrative_top_score,narrative_relevance_score,narrative_relevance_reason,business_status,business_source_diversity,business_cluster_count,business_ranked_candidate_count,business_top_title,business_top_score,business_relevance_score,business_relevance_reason,narrative_topic,narrative_returncode,business_topic,business_returncode,catalyst_summary,risk_summary,watchlist_pass,evidence_gate_status,evidence_gate_pass,evidence_gap_reason,evidence_gate_reason,classification,risk_allowed,risk_block_reason,risk_stop_loss,risk_take_profit,risk_reward_ratio,risk_position_size_pct,risk_kelly_fraction,risk_score,risk_confidence,forward_1d,forward_3d,forward_5d,forward_10d,evidence_note
MRNA,Moderna Inc,eastmoney_us,moderna,1,1,2026-06-22,59.345,59.345,8363486.0,EastMoney US historical kline (via akshare) + EastMoney US realtime quote,EastMoney US historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,59.345,0.0,False,ok,59.345,63.96,-0.07215447154471544,3.18,-16.73,-86.67,0.6766666666666666,0.7637897705378426,,0.0,0.0,0.7837897705378426,market_watchlist,True,False,False,True,0.18904027249048294,0.2557130765975455,-0.06667280410706256,0.17172125175234432,1.6932672054489761,286587358.99,0.6390387983896992,0.4587835076394849,0.0,True,0.0,missing,0,0,0,,,0.0,no ranked candidates returned,missing,0,0,0,,,0.0,no ranked candidates returned,MRNA moderna stock catalyst earnings news,0,MRNA moderna orders demand backlog guidance revenue customer contract,0,No relevant public catalyst evidence found.,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. No company-specific public catalyst evidence yet.,True,MARKET_WATCHLIST_NEEDS_EVIDENCE,False,last30days_returned_zero_ranked_candidates,market_pass=True; watchlist_pass=True; relevant_pass=False; strongest_relevance=0.0; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0; narrative=missing; business=missing; quality=MODERATE; risk=WATCH; panel=MIXED,MARKET_WATCHLIST_NEEDS_EVIDENCE,True,,57.61841657,62.798166859999995,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-23,2026-06-25,2026-06-29,2026-07-06,narrative=MISSING: no ranked candidates returned; business=MISSING: no ranked candidates returned
GE,GE航空航天,eastmoney_us,ge,2,2,2026-06-22,355.12,355.12,5426662.0,EastMoney US historical kline (via akshare) + EastMoney US realtime quote,EastMoney US historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,355.12,0.0,False,ok,355.12,357.64,-0.007046191701151949,20.52,10.37,0.0,0.4966666666666666,0.6175796902567234,,0.0,0.0,0.6375796902567235,market_watchlist,True,False,False,True,0.059111243662391955,0.17682926829268308,-0.11771802463029113,0.0928374434474819,0.3271229120157162,1526535902.34,0.32807946154237755,0.20533124001121714,0.0,True,0.0,missing,0,0,0,,,0.0,no ranked candidates returned,missing,0,0,0,,,0.0,no ranked candidates returned,GE ge stock catalyst earnings news,0,GE ge orders demand backlog guidance revenue customer contract,0,No relevant public catalyst evidence found.,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. No company-specific public catalyst evidence yet.,True,MARKET_WATCHLIST_NEEDS_EVIDENCE,False,last30days_returned_zero_ranked_candidates,market_pass=True; watchlist_pass=True; relevant_pass=False; strongest_relevance=0.0; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0; narrative=missing; business=missing; quality=MODERATE; risk=WATCH; panel=MIXED,MARKET_WATCHLIST_NEEDS_EVIDENCE,True,,344.78813872,375.78372256,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-23,2026-06-25,2026-06-29,2026-07-06,narrative=MISSING: no ranked candidates returned; business=MISSING: no ranked candidates returned
TER,泰瑞达,eastmoney_us,泰瑞达,3,3,2026-06-22,457.0,457.0,4338516.0,EastMoney US historical kline (via akshare) + EastMoney US realtime quote,EastMoney US historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,457.0,0.0,False,ok,457.0,437.92,0.043569601753745024,22.76,13.43,66.67,0.7433333333333334,0.583198587877662,,0.0,0.0,0.633198587877662,market_watchlist,True,False,False,True,0.13343253968253976,0.29300588501584435,-0.15957334533330458,0.20901406017064317,0.9933267896002531,1493694141.635,0.48998234847077526,0.45027025829646344,0.15,True,0.0,missing,0,0,0,,,0.0,no ranked candidates returned,missing,0,0,0,,,0.0,no ranked candidates returned,TER 泰瑞达 stock catalyst earnings news,0,TER 泰瑞达 orders demand backlog guidance revenue customer contract,0,No relevant public catalyst evidence found.,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. No company-specific public catalyst evidence yet.,True,MARKET_WATCHLIST_NEEDS_EVIDENCE,False,last30days_returned_zero_ranked_candidates,market_pass=True; watchlist_pass=True; relevant_pass=False; strongest_relevance=0.0; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0; narrative=missing; business=missing; quality=STRONG; risk=ELEVATED; panel=MIXED,MARKET_WATCHLIST_NEEDS_EVIDENCE,True,,443.704042,483.59191599999997,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-23,2026-06-25,2026-06-29,2026-07-06,narrative=MISSING: no ranked candidates returned; business=MISSING: no ranked candidates returned
SW,Smurfit WestRock plc,eastmoney_us,smurfit westrock,4,4,2026-06-22,45.39,45.39,6315710.0,EastMoney US historical kline (via akshare) + EastMoney US realtime quote,EastMoney US historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,45.39,0.0,False,ok,45.39,44.2,0.026923076923076827,1.32,0.36,0.0,0.6400000000000001,0.49756768782801425,,0.0,0.0,0.5475676878280142,market_watchlist,True,False,False,True,0.04778393351800547,0.20270270270270263,-0.15491876918469716,0.11871087785750145,0.26918556693789,229311536.44,0.32792943118351087,0.2317070871891023,0.15,True,0.0,missing,0,0,0,,,0.0,no ranked candidates returned,missing,0,0,0,,,0.0,no ranked candidates returned,SW smurfit westrock stock catalyst earnings news,0,SW smurfit westrock orders demand backlog guidance revenue customer contract,0,No relevant public catalyst evidence found.,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. No company-specific public catalyst evidence yet.,True,MARKET_WATCHLIST_NEEDS_EVIDENCE,False,last30days_returned_zero_ranked_candidates,market_pass=True; watchlist_pass=True; relevant_pass=False; strongest_relevance=0.0; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0; narrative=missing; business=missing; quality=STRONG; risk=ELEVATED; panel=MIXED,MARKET_WATCHLIST_NEEDS_EVIDENCE,True,,44.06942334,48.03115332,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-23,2026-06-25,2026-06-29,2026-07-06,narrative=MISSING: no ranked candidates returned; business=MISSING: no ranked candidates returned
STX,希捷科技,eastmoney_us,希捷科技,5,5,2026-06-22,1094.04,1094.04,6875925.0,EastMoney US historical kline (via akshare) + EastMoney US realtime quote,EastMoney US historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,1094.04,0.0,False,ok,1094.04,1070.23,0.022247554264036573,224.03,588.79,33.33,0.8400000000000001,0.4938232002254128,,0.0,0.0,0.5438232002254129,market_watchlist,True,False,False,True,0.17507303660422746,0.3499000567578905,-0.17482702015366303,0.2659082319126893,1.264873755801918,2940904896.08,0.38945666948432767,0.5592894722350429,0.3,True,0.0,missing,0,0,0,,,0.0,no ranked candidates returned,missing,0,0,0,,,0.0,no ranked candidates returned,STX 希捷科技 stock catalyst earnings news,0,STX 希捷科技 orders demand backlog guidance revenue customer contract,0,No relevant public catalyst evidence found.,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. No company-specific public catalyst evidence yet.,True,MARKET_WATCHLIST_NEEDS_EVIDENCE,False,last30days_returned_zero_ranked_candidates,market_pass=True; watchlist_pass=True; relevant_pass=False; strongest_relevance=0.0; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0; narrative=missing; business=missing; quality=STRONG; risk=ELEVATED; panel=BEARISH_CONSENSUS,MARKET_WATCHLIST_NEEDS_EVIDENCE,True,,1062.21000024,1157.69999952,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-23,2026-06-25,2026-06-29,2026-07-06,narrative=MISSING: no ranked candidates returned; business=MISSING: no ranked candidates returned
TECH,Bio-Techne Corp,eastmoney_us,bio techne,6,6,2026-06-22,55.61,55.61,2034829.0,EastMoney US historical kline (via akshare) + EastMoney US realtime quote,EastMoney US historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,55.61,0.0,False,ok,55.61,57.94,-0.0402140144977563,4.18,6.36,-33.33,0.44000000000000006,0.4181958296956046,,0.0,0.0,0.4681958296956046,market_watchlist,True,False,False,True,0.02981481481481474,0.17394975723031458,-0.14413494241549984,0.0899579323851134,0.05605570699605322,138601191.0,0.46911453786172475,0.16196854920423354,0.15,True,0.0,missing,0,0,0,,,0.0,no ranked candidates returned,missing,0,0,0,,,0.0,no ranked candidates returned,TECH bio techne stock catalyst earnings news,0,TECH bio techne orders demand backlog guidance revenue customer contract,0,No relevant public catalyst evidence found.,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. No company-specific public catalyst evidence yet.,True,MARKET_WATCHLIST_NEEDS_EVIDENCE,False,last30days_returned_zero_ranked_candidates,market_pass=True; watchlist_pass=True; relevant_pass=False; strongest_relevance=0.0; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0; narrative=missing; business=missing; quality=STRONG; risk=WATCH; panel=MIXED,MARKET_WATCHLIST_NEEDS_EVIDENCE,True,,53.99208266,58.845834679999996,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-23,2026-06-25,2026-06-29,2026-07-06,narrative=MISSING: no ranked candidates returned; business=MISSING: no ranked candidates returned
IP,国际纸业,eastmoney_us,国际纸业,7,7,2026-06-22,36.89,36.89,8203078.0,EastMoney US historical kline (via akshare) + EastMoney US realtime quote,EastMoney US historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,36.89,0.0,False,ok,36.89,36.82,0.0019011406844107182,1.32,0.4,-66.67,0.6033333333333333,0.40682339189126115,,0.0,0.0,0.45682339189126114,market_watchlist,True,False,False,True,0.020470262793914396,0.18856222311719684,-0.16809196032328244,0.10457039827199566,0.4917318273836522,193091721.24,0.1602923986407651,0.22686250292518584,0.2,True,0.0,missing,0,0,0,,,0.0,no ranked candidates returned,missing,0,0,0,,,0.0,no ranked candidates returned,IP 国际纸业 stock catalyst earnings news,0,IP 国际纸业 orders demand backlog guidance revenue customer contract,0,No relevant public catalyst evidence found.,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. No company-specific public catalyst evidence yet.,True,MARKET_WATCHLIST_NEEDS_EVIDENCE,False,last30days_returned_zero_ranked_candidates,market_pass=True; watchlist_pass=True; relevant_pass=False; strongest_relevance=0.0; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0; narrative=missing; business=missing; quality=STRONG; risk=ELEVATED; panel=MIXED,MARKET_WATCHLIST_NEEDS_EVIDENCE,True,,35.816722340000005,39.03655531999999,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-23,2026-06-25,2026-06-29,2026-07-06,narrative=MISSING: no ranked candidates returned; business=MISSING: no ranked candidates returned
AAPL,苹果,eastmoney_us,苹果,8,8,2026-06-22,297.01,297.01,44879903.0,EastMoney US historical kline (via akshare) + EastMoney US realtime quote,EastMoney US historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,297.01,0.0,False,ok,297.01,298.01,-0.0033555920942249795,40.96,79.54,80.95,0.2966666666666667,0.39443834411840617,,0.0,0.0,0.44443834411840616,market_watchlist,True,False,False,True,0.020197162779514333,-0.026164792288271843,0.046361955067786176,-0.11015661713347302,0.0359875879311371,14881604428.86,0.46381263481340984,-0.02568478063189355,0.03,True,0.0,missing,0,0,0,,,0.0,no ranked candidates returned,missing,0,0,0,,,0.0,no ranked candidates returned,AAPL 苹果 stock catalyst earnings news,0,AAPL 苹果 orders demand backlog guidance revenue customer contract,0,No relevant public catalyst evidence found.,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. No company-specific public catalyst evidence yet.,True,MARKET_WATCHLIST_NEEDS_EVIDENCE,False,last30days_returned_zero_ranked_candidates,market_pass=True; watchlist_pass=True; relevant_pass=False; strongest_relevance=0.0; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0; narrative=missing; business=missing; quality=STRONG; risk=CLEAN; panel=MIXED,MARKET_WATCHLIST_NEEDS_EVIDENCE,True,,288.36879106,314.29241788,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-23,2026-06-25,2026-06-29,2026-07-06,narrative=MISSING: no ranked candidates returned; business=MISSING: no ranked candidates returned
TSLA,特斯拉,eastmoney_us,特斯拉,9,9,2026-06-22,405.05,405.05,47819484.0,EastMoney US historical kline (via akshare) + EastMoney US realtime quote,EastMoney US historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,405.05,0.0,False,ok,405.05,400.49,0.011386052086194365,18.09,0.57,-20.0,0.25,0.29548888802692236,,0.0,0.0,0.34548888802692235,market_watchlist,True,False,False,True,-0.0033954186452771484,-0.030633002273543153,0.027237583628266004,-0.11462482711874433,-0.008107382499199622,19166296781.525,0.4852777670031963,-0.03057112889002993,0.06,True,0.0,missing,0,0,0,,,0.0,no ranked candidates returned,missing,0,0,0,,,0.0,no ranked candidates returned,TSLA 特斯拉 stock catalyst earnings news,0,TSLA 特斯拉 orders demand backlog guidance revenue customer contract,0,No relevant public catalyst evidence found.,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. No company-specific public catalyst evidence yet.,True,MARKET_WATCHLIST_NEEDS_EVIDENCE,False,last30days_returned_zero_ranked_candidates,market_pass=True; watchlist_pass=True; relevant_pass=False; strongest_relevance=0.0; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0; narrative=missing; business=missing; quality=STRONG; risk=CLEAN; panel=MIXED,MARKET_WATCHLIST_NEEDS_EVIDENCE,True,,393.26547530000005,428.61904939999994,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-23,2026-06-25,2026-06-29,2026-07-06,narrative=MISSING: no ranked candidates returned; business=MISSING: no ranked candidates returned
NVDA,英伟达,eastmoney_us,英伟达,10,10,2026-06-22,208.65,208.65,122041410.0,EastMoney US historical kline (via akshare) + EastMoney US realtime quote,EastMoney US historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,208.65,0.0,False,ok,208.65,210.69,-0.009682471878114773,25.83,33.06,33.33,0.16333333333333333,0.24568348419531,,0.0,0.0,0.29568348419531,market_watchlist,True,False,False,True,0.016862420195915995,-0.04839003922284035,0.06525245941875635,-0.13238186406804153,-0.0842748698423188,35052304388.225,0.4460435524413751,-0.043266776565288025,0.06,True,0.0,missing,0,0,0,,,0.0,no ranked candidates returned,missing,0,0,0,,,0.0,no ranked candidates returned,NVDA 英伟达 stock catalyst earnings news,0,NVDA 英伟达 orders demand backlog guidance revenue customer contract,0,No relevant public catalyst evidence found.,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. No company-specific public catalyst evidence yet.,True,MARKET_WATCHLIST_NEEDS_EVIDENCE,False,last30days_returned_zero_ranked_candidates,market_pass=True; watchlist_pass=True; relevant_pass=False; strongest_relevance=0.0; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0; narrative=missing; business=missing; quality=STRONG; risk=CLEAN; panel=MIXED,MARKET_WATCHLIST_NEEDS_EVIDENCE,True,,202.57953690000002,220.79092619999997,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-23,2026-06-25,2026-06-29,2026-07-06,narrative=MISSING: no ranked candidates returned; business=MISSING: no ranked candidates returned
