symbol,company_name,company_name_source,company_query_name,ticket_rank,market_rank,as_of_date,close,adj_close,volume,market_data_source,kline_source,quote_source,quote_source_status,quote_cross_check_basis,quote_cross_check_price,quote_cross_check_gap_pct,data_source_mismatch,data_source_mismatch_reason,latest_price,prev_close,intraday_pct_chg,pe_ttm,roe,dividend_yield,raw_market_score,market_score,market_rule_flags,market_rule_adjustment,catalyst_score,ticket_score,research_only,allow_trade,auto_order,no_broker_api,prior_5d_momentum,prior_20d_momentum,five_day_acceleration,relative_strength_vs_equal_weight,volume_confirmation_ratio,median_dollar_volume_20d,closing_strength_5d,volume_weighted_momentum,risk_penalty,market_evidence_pass,strongest_relevance,narrative_status,narrative_source_diversity,narrative_cluster_count,narrative_ranked_candidate_count,narrative_top_title,narrative_top_score,narrative_relevance_score,narrative_relevance_reason,business_status,business_source_diversity,business_cluster_count,business_ranked_candidate_count,business_top_title,business_top_score,business_relevance_score,business_relevance_reason,narrative_topic,narrative_returncode,business_topic,business_returncode,catalyst_summary,risk_summary,watchlist_pass,evidence_gate_status,evidence_gate_pass,evidence_gap_reason,evidence_gate_reason,classification,risk_allowed,risk_block_reason,risk_stop_loss,risk_take_profit,risk_reward_ratio,risk_position_size_pct,risk_kelly_fraction,risk_score,risk_confidence,forward_1d,forward_3d,forward_5d,forward_10d,evidence_note
SW,Smurfit WestRock plc,eastmoney_us,smurfit westrock,1,7,2026-06-18,44.15999984741211,44.15999984741211,4088988.0,Yahoo Finance historical kline + EastMoney US realtime quote,Yahoo Finance historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,44.151,0.00020380089318849937,False,ok,44.151,43.42,0.016835559649930998,1.28,0.36,-40.0,0.7872568093385214,0.7872568093385214,,0.0,0.525,1.3622568093385214,True,False,False,True,0.03443432344791453,0.18933473140494383,-0.1549004079570293,0.16564173288739592,0.18864357747188398,199462936.09313965,0.304630409734685,0.19122469692295785,0.0,True,0.95,found_relevant,1,0,10,Assessing Smurfit Westrock (SW) Valuation After Recent Mixed Share Performance,0.0,0.95,matched company term 'smurfit westrock' with narrative context 'stock',found_relevant,1,0,10,Smurfit WestRock PLC (SW): Best Stock to Buy According to George Soros,0.0,0.95,matched company term 'Smurfit WestRock plc' with business context 'results',SW smurfit westrock stock catalyst earnings news,0,SW smurfit westrock orders demand backlog guidance revenue customer contract,0,Assessing Smurfit Westrock (SW) Valuation After Recent Mixed Share Performance; Smurfit WestRock PLC (SW): Best Stock to Buy According to George Soros,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median.,False,CANDIDATE_FOR_PAPER_REVIEW,True,paper_review_gate_passed,market_pass=True; watchlist_pass=False; relevant_pass=True; strongest_relevance=0.95; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.00020380089318849937; narrative=found_relevant; business=found_relevant; quality=STRONG; risk=ELEVATED; panel=NEUTRAL,CANDIDATE_FOR_PAPER_REVIEW,True,,42.8752088118515,46.72958191853333,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-19,2026-06-23,2026-06-25,2026-07-02,narrative=Assessing Smurfit Westrock (SW) Valuation After Recent Mixed Share Performance | matched company term 'smurfit westrock' with narrative context 'stock'; business=Smurfit WestRock PLC (SW): Best Stock to Buy According to George Soros | matched company term 'Smurfit WestRock plc' with business context 'results'
GE,GE航空航天,eastmoney_us,ge,2,8,2026-06-18,358.2699890136719,358.2699890136719,3026161.0,Yahoo Finance historical kline + EastMoney US realtime quote,Yahoo Finance historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,357.78,0.0013676529675870075,False,ok,357.78,357.03,0.002100663809763814,20.67,10.37,98.54,0.786284046692607,0.786284046692607,,0.0,0.525,1.361284046692607,True,False,False,True,0.07666179378349725,0.19355689438287293,-0.11689510059937569,0.16986389586532502,0.0668652642547598,1495598992.2042847,0.48869420525080676,0.18947722580283372,0.0,True,0.95,found_relevant,1,0,10,The Overlooked Signal In GE Stock's Shipping Delays,0.0,0.95,matched company term 'GE航空航天' with narrative context 'stock',found_relevant,1,0,10,Is GE Stock's Large Backlog Enough To Out-Fly a Slowdown?,0.0,0.95,matched company term 'GE航空航天' with business context 'backlog',GE ge stock catalyst earnings news,0,GE ge orders demand backlog guidance revenue customer contract,0,The Overlooked Signal In GE Stock's Shipping Delays; Is GE Stock's Large Backlog Enough To Out-Fly a Slowdown?,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median.,False,CANDIDATE_FOR_PAPER_REVIEW,True,paper_review_gate_passed,market_pass=True; watchlist_pass=False; relevant_pass=True; strongest_relevance=0.95; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0013676529675870075; narrative=found_relevant; business=found_relevant; quality=STRONG; risk=WATCH; panel=NEUTRAL,CANDIDATE_FOR_PAPER_REVIEW,True,,347.8464819533081,379.1170031343994,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-19,2026-06-23,2026-06-25,2026-07-02,narrative=The Overlooked Signal In GE Stock's Shipping Delays | matched company term 'GE航空航天' with narrative context 'stock'; business=Is GE Stock's Large Backlog Enough To Out-Fly a Slowdown? | matched company term 'GE航空航天' with business context 'backlog'
STX,希捷科技,eastmoney_us,希捷科技,3,1,2026-06-18,1066.6199951171875,1066.6199951171875,4605279.0,Yahoo Finance historical kline + EastMoney US realtime quote,Yahoo Finance historical kline,EastMoney US realtime/delayed quote + kline,ok,prev_close,1066.07,0.0005156429841043364,False,ok,1063.24,1066.07,-0.0026546099224252773,217.73,588.79,34.16,0.8318093385214009,0.8318093385214009,,0.0,0.425,1.306809338521401,True,False,False,True,0.22869744164768835,0.4201339218925213,-0.19143648024483295,0.3964409233749734,0.7203123819311859,2865437912.057495,0.45765532733982434,0.5631128656112171,0.0,True,0.75,found_relevant,1,0,10,Why JPMorgan Remains Bullish on Seagate Technology Holdings plc (STX),0.0,0.75,matched ticker boundary 'STX' with narrative context 'quarter',found_relevant,1,0,10,AI's Data Explosion Creates a Multi-Year Growth Runway for Seagate,0.0,0.75,matched ticker boundary 'STX' with business context 'demand',STX 希捷科技 stock catalyst earnings news,0,STX 希捷科技 orders demand backlog guidance revenue customer contract,0,Why JPMorgan Remains Bullish on Seagate Technology Holdings plc (STX); AI's Data Explosion Creates a Multi-Year Growth Runway for Seagate,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median.,False,CANDIDATE_FOR_PAPER_REVIEW,True,paper_review_gate_passed,market_pass=True; watchlist_pass=False; relevant_pass=True; strongest_relevance=0.75; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0005156429841043364; narrative=found_relevant; business=found_relevant; quality=STRONG; risk=ELEVATED; panel=NEUTRAL,CANDIDATE_FOR_PAPER_REVIEW,True,,1035.587752979248,1128.6844793930663,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-19,2026-06-23,2026-06-25,2026-07-02,narrative=Why JPMorgan Remains Bullish on Seagate Technology Holdings plc (STX) | matched ticker boundary 'STX' with narrative context 'quarter'; business=AI's Data Explosion Creates a Multi-Year Growth Runway for Seagate | matched ticker boundary 'STX' with business context 'demand'
TER,泰瑞达,eastmoney_us,泰瑞达,4,2,2026-06-18,431.8399963378906,431.8399963378906,2396400.0,Yahoo Finance historical kline + EastMoney US realtime quote,Yahoo Finance historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,431.93,0.00020841900442913897,False,ok,431.93,408.56,0.057200900724495796,21.51,13.43,33.33,0.807101167315175,0.807101167315175,,0.0,0.425,1.282101167315175,True,False,False,True,0.13224961522966394,0.25458297858343504,-0.1223333633537711,0.23088998006588712,0.1067997173399442,1339922312.9486084,0.4405763454298176,0.24771609946872755,0.0,True,0.75,found_relevant,1,1,1,Micron is on an absolute TEAR this morning. How do you find these stocks before they blow up?,0.0,0.75,matched ticker boundary 'TER' with narrative context 'quarter',found_relevant,1,0,10,NBIS Stock Rally Rolls On After Record High: Retail Sees 'Shorts Drowning In Losses' As Nasdaq-100 Inclusion Nears,0.0,0.75,matched ticker boundary 'TER' with business context 'contract',TER 泰瑞达 stock catalyst earnings news,0,TER 泰瑞达 orders demand backlog guidance revenue customer contract,0,Micron is on an absolute TEAR this morning. How do you find these stocks before they blow up?; NBIS Stock Rally Rolls On After Record High: Retail Sees 'Shorts Drowning In Losses' As Nasdaq-100 Inclusion Nears,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median.,False,CANDIDATE_FOR_PAPER_REVIEW,True,paper_review_gate_passed,market_pass=True; watchlist_pass=False; relevant_pass=True; strongest_relevance=0.75; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.00020841900442913897; narrative=found_relevant; business=found_relevant; quality=STRONG; risk=WATCH; panel=NEUTRAL,CANDIDATE_FOR_PAPER_REVIEW,True,,419.27604348443606,456.96790204479976,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-19,2026-06-23,2026-06-25,2026-07-02,narrative=Micron is on an absolute TEAR this morning. How do you find these stocks before they blow up? | matched ticker boundary 'TER' with narrative context 'quarter'; business=NBIS Stock Rally Rolls On After Record High: Retail Sees 'Shorts Drowning In Losses' As Nasdaq-100 Inclusion Nears | matched ticker boundary 'TER' with business context 'contract'
IP,国际纸业,eastmoney_us,国际纸业,5,3,2026-06-18,36.90999984741211,36.90999984741211,4820094.0,Yahoo Finance historical kline + EastMoney US realtime quote,Yahoo Finance historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,36.96,0.0013546505769328476,False,ok,36.96,36.16,0.02212389380530988,1.32,0.4,-56.45,0.8028210116731517,0.8028210116731517,,0.0,0.425,1.2778210116731517,True,False,False,True,0.05608008702966938,0.2131026954159987,-0.1570226083863293,0.18940969689845077,0.2786883443012851,192331632.02400208,0.3508223228256257,0.23604101188639687,0.0,True,0.75,found_relevant,1,0,10,3 Mid-Cap Stocks We’re Skeptical Of,0.0,0.75,matched ticker boundary 'IP' with narrative context 'stocks',found_relevant,1,0,10,International Paper Expands Corrugated Reach With Delmarva Deal And New Build,0.0,0.75,matched ticker boundary 'IP' with business context 'customer',IP 国际纸业 stock catalyst earnings news,0,IP 国际纸业 orders demand backlog guidance revenue customer contract,0,3 Mid-Cap Stocks We’re Skeptical Of; International Paper Expands Corrugated Reach With Delmarva Deal And New Build,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median.,False,CANDIDATE_FOR_PAPER_REVIEW,True,paper_review_gate_passed,market_pass=True; watchlist_pass=False; relevant_pass=True; strongest_relevance=0.75; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0013546505769328476; narrative=found_relevant; business=found_relevant; quality=STRONG; risk=ELEVATED; panel=NEUTRAL,CANDIDATE_FOR_PAPER_REVIEW,True,,35.8361403118515,39.057718918533325,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-19,2026-06-23,2026-06-25,2026-07-02,narrative=3 Mid-Cap Stocks We’re Skeptical Of | matched ticker boundary 'IP' with narrative context 'stocks'; business=International Paper Expands Corrugated Reach With Delmarva Deal And New Build | matched ticker boundary 'IP' with business context 'customer'
WDC,西部数据,eastmoney_us,西部数据,6,6,2026-06-18,752.0,752.0,10799613.0,Yahoo Finance historical kline + EastMoney US realtime quote,Yahoo Finance historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,750.9,0.0014627659574468765,False,ok,750.9,712.13,0.054442306882170444,26.74,81.85,98.15,0.8409533073929962,0.7909533073929962,momentum_exhaustion_guard,-0.05,0.425,1.2659533073929963,True,False,False,True,0.420771280806588,0.6365608277187431,-0.21578954691215513,0.6128678292011952,1.109306953567219,3636071491.482544,0.4928439312582739,0.92525684121863,0.0,True,0.75,found_relevant,1,0,10,"SanDisk Jumps 11%, Western Digital Rises 7% After Apple Flags “Unavoidable” Memory Price Hikes",0.0,0.75,matched ticker boundary 'WDC' with narrative context 'catalyst',found_relevant,1,0,10,Morgan Stanley Raises Price Target on Western Digital (WDC). Here is Why,0.0,0.75,matched ticker boundary 'WDC' with business context 'margin',WDC 西部数据 stock catalyst earnings news,0,WDC 西部数据 orders demand backlog guidance revenue customer contract,0,"SanDisk Jumps 11%, Western Digital Rises 7% After Apple Flags “Unavoidable” Memory Price Hikes; Morgan Stanley Raises Price Target on Western Digital (WDC). Here is Why",Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median.,False,CANDIDATE_FOR_PAPER_REVIEW,True,paper_review_gate_passed,market_pass=True; watchlist_pass=False; relevant_pass=True; strongest_relevance=0.75; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0014627659574468765; narrative=found_relevant; business=found_relevant; quality=STRONG; risk=ELEVATED; panel=NEUTRAL,CANDIDATE_FOR_PAPER_REVIEW,True,,730.121312,795.757376,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-19,2026-06-23,2026-06-25,2026-07-02,"narrative=SanDisk Jumps 11%, Western Digital Rises 7% After Apple Flags “Unavoidable” Memory Price Hikes | matched ticker boundary 'WDC' with narrative context 'catalyst'; business=Morgan Stanley Raises Price Target on Western Digital (WDC). Here is Why | matched ticker boundary 'WDC' with business context 'margin'"
SWK,史丹利百得,eastmoney_us,史丹利百得,7,9,2026-06-18,86.75,86.75,926128.0,Yahoo Finance historical kline + EastMoney US realtime quote,Yahoo Finance historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,86.78,0.00034582132564842105,False,ok,86.78,82.47,0.05226142839820547,1.5,0.66,44.24,0.781420233463035,0.781420233463035,,0.0,0.425,1.256420233463035,True,False,False,True,0.04354628733532406,0.1693420326391597,-0.12579574530383564,0.1456490341216118,0.30485169729821493,101361525.89797974,0.30592397142323574,0.1927152594699568,0.0,True,0.75,found_relevant,1,0,10,"Is Stanley Black & Decker, Inc. (SWK) A Good Stock To Buy Now?",0.0,0.75,matched ticker boundary 'SWK' with narrative context 'stock',found_relevant,1,0,10,Stanley Black's Engineered Fastening Growth Picks Up: More Upside to Come?,0.0,0.75,matched ticker boundary 'SWK' with business context 'demand',SWK 史丹利百得 stock catalyst earnings news,0,SWK 史丹利百得 orders demand backlog guidance revenue customer contract,0,"Is Stanley Black & Decker, Inc. (SWK) A Good Stock To Buy Now?; Stanley Black's Engineered Fastening Growth Picks Up: More Upside to Come?",Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median.,False,CANDIDATE_FOR_PAPER_REVIEW,True,paper_review_gate_passed,market_pass=True; watchlist_pass=False; relevant_pass=True; strongest_relevance=0.75; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.00034582132564842105; narrative=found_relevant; business=found_relevant; quality=STRONG; risk=WATCH; panel=BULLISH_CONSENSUS,CANDIDATE_FOR_PAPER_REVIEW,True,,84.2260955,91.797809,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-19,2026-06-23,2026-06-25,2026-07-02,"narrative=Is Stanley Black & Decker, Inc. (SWK) A Good Stock To Buy Now? | matched ticker boundary 'SWK' with narrative context 'stock'; business=Stanley Black's Engineered Fastening Growth Picks Up: More Upside to Come? | matched ticker boundary 'SWK' with business context 'demand'"
HOOD,Robinhood Markets Inc-A,eastmoney_us,robinhood markets inc a,8,10,2026-06-18,106.23999786376953,106.23999786376953,31965157.0,Yahoo Finance historical kline + EastMoney US realtime quote,Yahoo Finance historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,106.08,0.0015060040190766344,False,ok,106.08,105.2,0.008365019011406849,10.25,3.79,-50.0,0.8311284046692606,0.7811284046692606,momentum_exhaustion_guard,-0.05,0.425,1.2561284046692607,True,False,False,True,0.15190278647846012,0.4023230579208592,-0.2504202714423991,0.3786300594033113,0.36820064363754224,3005702189.9765015,0.4238200147892677,0.4786100097325055,0.0,True,0.75,found_relevant,1,0,10,Robinhood Markets (HOOD) Moves 8.8% Higher: Will This Strength Last?,0.0,0.75,matched ticker boundary 'HOOD' with narrative context 'stock',found_relevant,1,0,10,Analyst hikes Robinhood price target after job cuts,0.0,0.75,matched ticker boundary 'HOOD' with business context 'contract',HOOD robinhood markets inc a stock catalyst earnings news,0,HOOD robinhood markets inc a orders demand backlog guidance revenue customer contract,0,Robinhood Markets (HOOD) Moves 8.8% Higher: Will This Strength Last?; Analyst hikes Robinhood price target after job cuts,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median.,False,CANDIDATE_FOR_PAPER_REVIEW,True,paper_review_gate_passed,market_pass=True; watchlist_pass=False; relevant_pass=True; strongest_relevance=0.75; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0015060040190766344; narrative=found_relevant; business=found_relevant; quality=STRONG; risk=ELEVATED; panel=NEUTRAL,CANDIDATE_FOR_PAPER_REVIEW,True,,103.14905136592103,112.42189085946654,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-19,2026-06-23,2026-06-25,2026-07-02,narrative=Robinhood Markets (HOOD) Moves 8.8% Higher: Will This Strength Last? | matched ticker boundary 'HOOD' with narrative context 'stock'; business=Analyst hikes Robinhood price target after job cuts | matched ticker boundary 'HOOD' with business context 'contract'
UAL,联合航空,eastmoney_us,联合航空,9,4,2026-06-18,118.20999908447266,118.20999908447266,3262570.0,Yahoo Finance historical kline + EastMoney US realtime quote,Yahoo Finance historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,118.25,0.0003383885951877552,False,ok,118.25,115.83,0.02089268755935425,2.42,4.49,-32.74,0.7974708171206225,0.7974708171206225,,0.0,0.1875,1.0349708171206224,True,False,False,True,0.04972913989671279,0.20597840372232268,-0.15624926382560989,0.18228540520477476,0.0808833085763414,607339239.6907806,0.2538850827425661,0.20322088496016266,0.0,True,0.75,found_relevant,1,0,10,United Airlines (UAL) CEO Says Asset Purchases Remain Possible as Fuel Costs Pressure Weaker Rivals,0.0,0.75,matched ticker boundary 'UAL' with narrative context 'stocks',found_unrelated,1,0,10,United (UAL) Faces A Cheaper Fuel Outlook After Strait Of Hormuz Reopens,0.0,0.0,matched ticker boundary 'UAL' but no business context term,UAL 联合航空 stock catalyst earnings news,0,UAL 联合航空 orders demand backlog guidance revenue customer contract,0,United Airlines (UAL) CEO Says Asset Purchases Remain Possible as Fuel Costs Pressure Weaker Rivals,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. Evidence is partial; keep the candidate under review only if the relevant side is strong.,False,CANDIDATE_FOR_PAPER_REVIEW,True,paper_review_gate_passed,market_pass=True; watchlist_pass=False; relevant_pass=True; strongest_relevance=0.75; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0003383885951877552; narrative=found_relevant; business=found_unrelated; quality=STRONG; risk=ELEVATED; panel=NEUTRAL,CANDIDATE_FOR_PAPER_REVIEW,True,,114.77079737110901,125.08840251119994,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-19,2026-06-23,2026-06-25,2026-07-02,narrative=United Airlines (UAL) CEO Says Asset Purchases Remain Possible as Fuel Costs Pressure Weaker Rivals | matched ticker boundary 'UAL' with narrative context 'stocks'; business=UNRELATED: United (UAL) Faces A Cheaper Fuel Outlook After Strait Of Hormuz Reopens | matched ticker boundary 'UAL' but no business context term
LUV,西南航空,eastmoney_us,西南航空,10,5,2026-06-18,47.88999938964844,47.88999938964844,3809869.0,Yahoo Finance historical kline + EastMoney US realtime quote,Yahoo Finance historical kline,EastMoney US realtime/delayed quote + kline,ok,latest_price,47.92,0.0006264483343896288,False,ok,47.92,46.66,0.027003857693956412,3.41,3.06,76.07,0.7973735408560311,0.7973735408560311,,0.0,0.1875,1.034873540856031,True,False,False,True,0.08128242040426326,0.2115648248399975,-0.13028240443573424,0.1878718263224496,0.17245424299054646,279190114.024353,0.3291942480734782,0.2317983084195841,0.0,True,0.75,found_unrelated,1,0,10,Southwest Airlines (LUV) Is Moving Its Entire Operation To AWS By 2028,0.0,0.0,matched ticker boundary 'LUV' but no narrative context term,found_relevant,1,0,10,Southwest Airlines (LUV) Is Moving Its Entire Operation To AWS By 2028,0.0,0.75,matched ticker boundary 'LUV' with business context 'customer',LUV 西南航空 stock catalyst earnings news,0,LUV 西南航空 orders demand backlog guidance revenue customer contract,0,Southwest Airlines (LUV) Is Moving Its Entire Operation To AWS By 2028,Track 1d/3d/5d/10d closes against the universe. Invalidate on loss of 20d momentum or 5d acceleration. Watch for volume confirmation to fade back below the 20d median. Evidence is partial; keep the candidate under review only if the relevant side is strong.,False,CANDIDATE_FOR_PAPER_REVIEW,True,paper_review_gate_passed,market_pass=True; watchlist_pass=False; relevant_pass=True; strongest_relevance=0.75; data_source_ok=True; data_source_mismatch=False; quote_cross_check_gap_pct=0.0006264483343896288; narrative=found_unrelated; business=found_relevant; quality=STRONG; risk=WATCH; panel=BEARISH_CONSENSUS,CANDIDATE_FOR_PAPER_REVIEW,True,,46.49668774740601,50.6766226741333,2.0,0.1,0.17350410039761435,0.0,1.0,2026-06-19,2026-06-23,2026-06-25,2026-07-02,narrative=UNRELATED: Southwest Airlines (LUV) Is Moving Its Entire Operation To AWS By 2028 | matched ticker boundary 'LUV' but no narrative context term; business=Southwest Airlines (LUV) Is Moving Its Entire Operation To AWS By 2028 | matched ticker boundary 'LUV' with business context 'customer'
