as_of_date,symbol,recomputed_rank,recomputed_ticket_score,recomputed_market_score,persisted_catalyst_score,pool_status,pool_size,universe_source,catalyst_policy,t1,t3,t5,t10,t1_source
2026-05-26,GS,1,0.4988026292,0.6650701722,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.001969657179,0.03135300297,0.07531160987,0.04241328458,kline_close_unadjusted
2026-05-26,WELL,2,0.453973435,0.6052979133,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.01810846743,-0.05868060331,-0.1044331362,-0.05207903544,kline_close_unadjusted
2026-05-26,KDP,3,0.4213194715,0.5617592953,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.0187585266,0.01637107776,0.02762619372,0.06582537517,kline_close_unadjusted
2026-05-26,VRTX,4,0.4002990185,0.5337320246,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.002959190696,0.02663271626,-0.02486637763,0.02257243135,kline_close_unadjusted
2026-05-26,ASML,5,0.3974498269,0.5299331025,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.02093098779,-0.01180738099,0.04493789943,0.08929982905,kline_close_unadjusted
2026-05-26,TSLA,6,0.3928806712,0.5238408949,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.01561382873,0.005073917756,-0.02271731359,-0.08512650199,kline_close_unadjusted
2026-05-26,CASY,7,0.3788437942,0.505125059,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.03092375928,-0.05222322432,-0.06819782311,-0.05958661247,kline_close_unadjusted
2026-05-26,AMAT,8,0.3769801297,0.5026401729,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.01459693552,-0.01061795159,0.07729341159,0.09743014795,kline_close_unadjusted
2026-05-26,NKE,9,0.3746621333,0.4995495111,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.02335504155,0.02896923422,-0.01796541657,0.002694812486,kline_close_unadjusted
2026-05-26,PDD,10,0.3735792565,0.4981056754,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.1037872517,-0.1262417219,-0.08754139073,-0.152214404,kline_close_unadjusted
2026-05-26,CRM,11,0.3677558303,0.4903411071,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.008788625168,0.06728616211,0.1218092253,-0.02087998209,kline_close_unadjusted
2026-05-26,KO,12,0.3588148277,0.4784197703,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.01451269861,-0.01814087326,-0.02564744151,0.01100963343,kline_close_unadjusted
2026-05-26,AVGO,13,0.3561757983,0.4749010643,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.0003559901272,0.05876210366,0.1413518132,-0.07084203531,kline_close_unadjusted
2026-05-26,JNJ,14,0.3442113863,0.458948515,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.004822312972,-0.02107046659,-0.03167086628,0.02962898601,kline_close_unadjusted
2026-05-26,AMZN,15,0.3406281531,0.4541708708,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.02472765653,0.02016661012,-0.03305816277,-0.07953560255,kline_close_unadjusted
2026-05-26,GOOGL,16,0.3375293556,0.4500391408,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.0001286471466,-0.02197293264,-0.06954664746,-0.06277980754,kline_close_unadjusted
2026-05-26,APP,17,0.3373642649,0.4498190199,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.1042120411,0.19222542,0.177718575,0.01283447418,kline_close_unadjusted
2026-05-26,CCI,18,0.3344995513,0.4459994017,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.002567609054,0.009600625157,-0.00803773269,0.02154558902,kline_close_unadjusted
2026-05-26,AKAM,19,0.3306427597,0.440857013,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.02550435193,0.008973753458,0.08170838675,-0.07017070373,kline_close_unadjusted
2026-05-26,ABBV,20,0.3234574067,0.4312765422,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.0106981982,0.02158408408,0.0106981982,0.05771396396,kline_close_unadjusted
2026-05-26,MCK,21,0.3189028024,0.4252037366,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.002746888187,-0.01587090953,-0.02229358529,0.04067252316,kline_close_unadjusted
2026-05-26,ADBE,22,0.3164255089,0.4219006786,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.009356147363,0.0778423144,0.08990218044,-0.01085313094,kline_close_unadjusted
2026-05-26,GOOG,23,0.3143117225,0.4190822966,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-2.5999688e-05,-0.02186573761,-0.06876917477,-0.05805730331,kline_close_unadjusted
2026-05-26,MMM,24,0.3106440371,0.4141920494,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.007401155619,-0.005843017594,-0.007336233201,0.01532169058,kline_close_unadjusted
2026-05-26,TXN,25,0.3104196201,0.4138928268,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.02290005848,-0.05912770476,-0.05161747053,-0.1116070054,kline_close_unadjusted
2026-05-26,NUE,26,0.305533444,0.4073779253,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.02577900138,0.04050390022,0.07579360113,0.05852417303,kline_close_unadjusted
2026-05-26,ALL,27,0.3009946158,0.4013261544,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.01874940965,-0.03178426372,-0.006045149712,0.02569188628,kline_close_unadjusted
2026-05-27,GS,1,0.5228697033,0.6971596044,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.01199633053,0.05706825811,0.04944705989,0.009395445427,kline_close_unadjusted
2026-05-27,NKE,2,0.451982852,0.6026438027,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.03050252359,0.007899934167,-0.03862190037,-0.03533026114,kline_close_unadjusted
2026-05-27,MGM,3,0.4375234327,0.5833645769,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.02336114422,0.2083432658,0.1513706794,0.1182359952,kline_close_unadjusted
2026-05-27,APP,4,0.4281901346,0.5709201795,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.05646056038,0.08078121973,0.005283271402,-0.1318176215,kline_close_unadjusted
2026-05-27,WELL,5,0.399469756,0.5326263414,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.0181622934,-0.07853207582,-0.06812027267,-0.01316649547,kline_close_unadjusted
2026-05-27,VRTX,6,0.3964592345,0.5286123127,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.02458716436,0.002698870134,-0.02031014135,-0.0034536389,kline_close_unadjusted
2026-05-27,KDP,7,0.3962266006,0.5283021342,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.002008704386,0.003347840643,0.01506528289,0.05356545028,kline_close_unadjusted
2026-05-27,ASML,8,0.3935685087,0.5247580116,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.004944081809,0.01921301483,0.08041330021,0.08531351111,kline_close_unadjusted
2026-05-27,TSLA,9,0.3868069608,0.5157426145,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.003951312562,-0.05559088019,-0.03783268235,-0.1334589881,kline_close_unadjusted
2026-05-27,GOOGL,10,0.3752544547,0.500339273,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.003345256169,-0.03206299375,-0.07678649546,-0.08293662026,kline_close_unadjusted
2026-05-27,AMAT,11,0.3658024552,0.4877366069,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.003190184049,0.02213050753,0.1171667596,0.1087785834,kline_close_unadjusted
2026-05-27,AVGO,12,0.3594210856,0.4792281141,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.01120581183,0.09047743406,0.1362028442,-0.1181358467,kline_close_unadjusted
2026-05-27,AMZN,13,0.3592697569,0.4790263425,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.007908773221,-0.03895530624,-0.08030163693,-0.124517197,kline_close_unadjusted
2026-05-27,KO,14,0.3566057613,0.4754743484,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.01492169195,-0.03674929091,-0.03526945369,0.02429399433,kline_close_unadjusted
2026-05-27,CRM,15,0.3563466634,0.4751288846,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.007567628621,0.181227763,0.073982041,-0.03721691986,kline_close_unadjusted
2026-05-27,GOOG,16,0.3542315768,0.472308769,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.003354046957,-0.03185044591,-0.07579106107,-0.08135513897,kline_close_unadjusted
2026-05-27,TXN,17,0.3432788558,0.4577051411,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.004725153567,-0.07638998267,-0.02790990707,-0.1116396283,kline_close_unadjusted
2026-05-27,PDD,18,0.3407643703,0.4543524937,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.04133471885,0.007273986838,-0.01397067313,-0.05530539199,kline_close_unadjusted
2026-05-27,CASY,19,0.3380495164,0.4507326885,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.004347382646,-0.04946582014,-0.01299115225,0.1672913639,kline_close_unadjusted
2026-05-27,NUE,20,0.3373756751,0.4498342334,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.01150827539,0.02041397259,0.04578910984,0.01634744419,kline_close_unadjusted
2026-05-27,DLTR,21,0.330413312,0.4405510827,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.1786794618,0.1614686555,0.1734640659,0.15072494,kline_close_unadjusted
2026-05-27,MCK,22,0.3230591431,0.4307455242,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.0006749156355,-0.02756567194,-0.02133262754,0.04603983326,kline_close_unadjusted
2026-05-27,JNJ,23,0.3160089073,0.4213452097,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.002118552467,-0.03363742488,-0.03480479052,0.03112975053,kline_close_unadjusted
2026-05-27,ABBV,24,0.3106121392,0.414149519,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.01499535747,-0.01146703807,0.008031569174,0.04433611885,kline_close_unadjusted
2026-05-27,BSX,25,0.3095228603,0.4126971471,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.02675386445,-0.04914783987,-0.05489496631,-0.04201347602,kline_close_unadjusted
2026-05-28,APP,1,0.603192517,0.8042566893,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.02200403407,0.009568420877,-0.06837920285,-0.2022370768,kline_close_unadjusted
2026-05-28,DLTR,2,0.5662054359,0.7549405812,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.03044247788,-0.03194690265,-0.03300884956,0.01672566372,kline_close_unadjusted
2026-05-28,HOOD,3,0.5590835684,0.7454447579,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.1115040075,0.03913248468,0.04113625648,0.08710513909,kline_close_unadjusted
2026-05-28,GS,4,0.4811802103,0.6415736138,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.01712383077,0.06047595804,0.08839790013,0.03164752408,kline_close_unadjusted
2026-05-28,MGM,5,0.4777308239,0.6369744319,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.01723736315,0.1264849755,0.1167016073,0.0999301188,kline_close_unadjusted
2026-05-28,AXON,6,0.4707148026,0.6276197368,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.021396704,0.1156332514,0.1681689884,0.01566056633,kline_close_unadjusted
2026-05-28,VRTX,7,0.4209434682,0.5612579576,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.0009598857066,-0.05107484876,-0.01390718128,-0.006540616559,kline_close_unadjusted
2026-05-28,TXN,8,0.4013785682,0.5351714243,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.03250514322,-0.02478240228,-0.03348631113,-0.05966133882,kline_close_unadjusted
2026-05-28,NKE,9,0.4004857065,0.533980942,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.02427597956,-0.06878194208,-0.07112436116,-0.02129471891,kline_close_unadjusted
2026-05-28,KDP,10,0.3924477413,0.5232636551,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.0003354579,0.0107346528,0.0006709158001,0.0399194901,kline_close_unadjusted
2026-05-28,NUE,11,0.3878280196,0.5171040261,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.002814183485,0.03682560103,0.05218300233,0.0466350406,kline_close_unadjusted
2026-05-28,CASY,12,0.3851093398,0.5134791198,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.01770874681,-0.0342650806,-0.02484090298,0.173258896,kline_close_unadjusted
2026-05-28,TSLA,13,0.3809934597,0.5079912796,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.01427278896,-0.04152906582,-0.05349468446,-0.09714996607,kline_close_unadjusted
2026-05-28,AMZN,14,0.3774803588,0.503307145,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.01226277372,-0.06379562044,-0.07375912409,-0.1185766423,kline_close_unadjusted
2026-05-28,AVGO,15,0.3726755262,0.4969007015,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.04740215528,0.1291057216,-0.01800765384,-0.09628342685,kline_close_unadjusted
2026-05-28,GOOG,16,0.3724773203,0.496636427,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.02511013216,-0.0718579943,-0.0436641617,-0.0760300596,kline_close_unadjusted
2026-05-28,ASML,17,0.3690753683,0.492100491,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.004353051807,0.06202631759,0.09447181103,0.1829091339,kline_close_unadjusted
2026-05-28,GOOGL,18,0.3689288158,0.4919050878,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.02510835834,-0.0725295581,-0.04601061783,-0.08242927855,kline_close_unadjusted
2026-05-28,CRM,19,0.3560682901,0.4747577201,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.08495988164,0.1403858192,0.07158709384,-0.05280828544,kline_close_unadjusted
2026-05-28,AMAT,20,0.3509512208,0.4679349611,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.0008450453656,0.08977495108,0.1156822629,0.228962818,kline_close_unadjusted
2026-05-28,MCK,21,0.3316960719,0.4422614292,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.01922873466,-0.0256294964,0.001044752433,0.04103628862,kline_close_unadjusted
2026-05-28,PDD,22,0.3307794369,0.4410392492,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.0169818138,0.06202577382,0.03432494279,-0.02083584247,kline_close_unadjusted
2026-05-28,KO,23,0.3225247505,0.4300330007,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.01752628943,-0.02503755633,-0.04494241362,0.02653980971,kline_close_unadjusted
2026-05-28,JNJ,24,0.3197825822,0.4263767762,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.02370017331,-0.03427209705,-0.01139514731,0.03262564991,kline_close_unadjusted
2026-05-28,BSX,25,0.3136965135,0.418262018,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.01628996131,-0.02911830584,-0.005294237426,-0.03950315618,kline_close_unadjusted
2026-05-28,META,26,0.3015621535,0.4020828714,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.004379573543,-0.05932904303,-0.01216198121,-0.1053303191,kline_close_unadjusted
2026-05-29,HOOD,1,0.6014132482,0.801884331,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.03785790032,-0.1214209968,-0.1254506893,-0.0117709438,kline_close_unadjusted
2026-05-29,APP,2,0.5505170011,0.7340226681,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.0009949599569,-0.06892952095,-0.0911611672,-0.1897274462,kline_close_unadjusted
2026-05-29,DLTR,3,0.5263879476,0.7018505967,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.04371350052,-0.03383716936,-0.06561319134,-0.02095499828,kline_close_unadjusted
2026-05-29,CRM,4,0.5199755598,0.6933007464,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.09703136473,-0.002570019931,-0.02853246617,-0.12991713,kline_close_unadjusted
2026-05-29,AVGO,5,0.5079287625,0.67723835,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.02958845154,0.07276069219,-0.1368241729,-0.1450282435,kline_close_unadjusted
2026-05-29,NUE,6,0.5064170817,0.6752227756,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.005973380372,0.03098941629,0.01759942271,0.06554682489,kline_close_unadjusted
2026-05-29,TXN,7,0.5017652974,0.6690203965,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.04082700864,0.009519759225,-0.06745616331,-0.01491756085,kline_close_unadjusted
2026-05-29,MGM,8,0.4842613908,0.6456818544,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.1607510877,0.106022441,0.08793221891,0.1213647813,kline_close_unadjusted
2026-05-29,META,9,0.4668213412,0.6224284549,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.05069740579,-0.01507947182,-0.06251730658,-0.1036891698,kline_close_unadjusted
2026-05-29,AXON,10,0.4597346361,0.6129795148,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.06275628454,0.07300766625,0.08334819041,-0.01557764307,kline_close_unadjusted
2026-05-29,NKE,11,0.4270264671,0.5693686228,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.002400698385,-0.04386730685,-0.06198166739,-0.01942383239,kline_close_unadjusted
2026-05-29,AMZN,12,0.4226966479,0.5635955305,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.03465858705,-0.07618977239,-0.0909326042,-0.1185707952,kline_close_unadjusted
2026-05-29,FFIV,13,0.4120130784,0.5493507712,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.03173816664,0.05792150215,0.02581822923,0.03314643369,kline_close_unadjusted
2026-05-29,GS,14,0.405023008,0.5400306773,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.02695228224,0.01954821269,0.01725657481,0.04083001578,kline_close_unadjusted
2026-05-29,VRTX,15,0.391773664,0.5223648854,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.02042275551,-0.04290119319,-0.001586450373,-0.005843053135,kline_close_unadjusted
2026-05-29,ADBE,16,0.3872552506,0.5163403342,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.05717517594,-0.01145741144,-0.02997568705,-0.2129208182,kline_close_unadjusted
2026-05-29,KO,17,0.3826671084,0.5102228112,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.004714576962,-0.003185524975,0.005988786952,0.04599898063,kline_close_unadjusted
2026-05-29,KDP,18,0.3738215562,0.4984287416,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.005704697987,0.01744966443,0.01677852349,0.05637583893,kline_close_unadjusted
2026-05-29,GOOG,19,0.3627819509,0.4837092679,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.0102336461,-0.05515536535,-0.0283618192,-0.04797852263,kline_close_unadjusted
2026-05-29,TSLA,20,0.3575668107,0.4767557476,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.04568714289,-0.02774272012,-0.1027788614,-0.06737189931,kline_close_unadjusted
2026-05-29,CCI,21,0.3453474752,0.4604633003,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.005196959226,-0.03184519696,0.03306150657,0.007297857636,kline_close_unadjusted
2026-05-29,MMM,22,0.3423881879,0.4565175839,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.01436687782,-0.009664990531,0.004114151375,0.03389277085,kline_close_unadjusted
2026-05-29,GOOGL,23,0.3421578023,0.4562104031,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.01044407029,-0.05616647375,-0.03106913606,-0.0537724929,kline_close_unadjusted
2026-05-29,AMAT,24,0.3375496569,0.4500662092,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.01801981958,0.1126738657,0.006554681598,0.2603875039,kline_close_unadjusted
2026-05-29,ASML,25,0.3201902063,0.426920275,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.009803008507,0.07043825492,0.01796919566,0.1555036087,kline_close_unadjusted
2026-05-29,LH,26,0.3193780418,0.425837389,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.01226640006,-0.004383603784,0.01957240637,0.02345612551,kline_close_unadjusted
2026-05-29,PDD,27,0.3186661082,0.4248881443,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.03315963998,0.01136901942,0.007460918996,-0.03410705827,kline_close_unadjusted
2026-05-29,JNJ,28,0.3027458879,0.4036611839,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.00807704256,-0.009275285137,0.03301823991,0.06896551724,kline_close_unadjusted
2026-06-01,HOOD,1,0.6188214405,0.825095254,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.02832580183,-0.02645211066,-0.06271354568,0.0814504574,kline_close_unadjusted
2026-06-01,APP,2,0.6040632021,0.8054176028,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.01314974743,-0.08934332736,-0.08148932703,-0.1512791266,kline_close_unadjusted
2026-06-01,CRM,3,0.5743066337,0.7657421783,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.04188181297,-0.09968445209,-0.1293268311,-0.2132816982,kline_close_unadjusted
2026-06-01,AVGO,4,0.5424227407,0.723230321,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.04702603849,-0.08939301576,-0.1379648176,-0.1437559871,kline_close_unadjusted
2026-06-01,DLTR,5,0.5166821235,0.688909498,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.01760215537,-0.01867983835,-0.03286933094,0.01374045802,kline_close_unadjusted
2026-06-01,MGM,6,0.5125731056,0.6834308075,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.0459656737,-0.05425133162,-0.06766620635,-0.04083645689,kline_close_unadjusted
2026-06-01,NUE,7,0.5118975243,0.6825300325,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.02777667078,0.04300003985,0.007611684534,0.03120392141,kline_close_unadjusted
2026-06-01,ADBE,8,0.4773947395,0.6365263194,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.04349920481,-0.05696520808,-0.1059756211,-0.2469489832,kline_close_unadjusted
2026-06-01,AXON,9,0.4494890112,0.5993186816,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.02776379802,0.07616171783,-0.01220432813,-0.0706047643,kline_close_unadjusted
2026-06-01,FFIV,10,0.4385704409,0.5847605878,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.03414893079,0.0329609221,0.001440776503,0.003007936909,kline_close_unadjusted
2026-06-01,TXN,11,0.4368550021,0.5824733361,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.05088676671,0.04150750341,-0.007844474761,0.06869031378,kline_close_unadjusted
2026-06-01,GS,12,0.4228682234,0.5638242979,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.01525873086,0.04199011997,-0.003414141029,0.02631177402,kline_close_unadjusted
2026-06-01,KDP,13,0.3926260711,0.5235014281,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,0.005338672005,-0.004671338005,0.01835168502,0.05238571905,kline_close_unadjusted
2026-06-01,META,14,0.3909302923,0.5212403897,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.004733767262,0.04517080732,-0.02513563743,-0.0107759878,kline_close_unadjusted
2026-06-01,NKE,15,0.3893813566,0.5191751421,0,FULL_ASOF_PANEL,68,daily_klines_as_of_membership,unavailable_as_of_equals_zero,-0.0478989767,-0.05029392554,-0.05878510777,-0.01589375136,kline_close_unadjusted
